customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,age,under_30,married,number_of_dependents,satisfaction_score,customer_status,quarter,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,device_protection_plan,premium_tech_support,streaming_music,unlimited_data,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
5940-AHUHD,1,United States,California,Pomona,91768,"34.067932, -117.785168",34.067932,-117.785168,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,Yes,1,69,3338,Lack of self-service on Website,30,No,No,0,2,Churned,Q3,No,0,1,44.59,Fiber Optic,41,No,No,No,Yes,70.6,0.0,0,44.59,115.19
6432-TWQLB,1,United States,California,Rosemead,91770,"34.065108, -118.082791",34.065108,-118.082791,Male,No,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4,401.1,Yes,1,80,3676,Network reliability,51,No,Yes,0,3,Churned,Q3,Yes,1,5,42.29,Fiber Optic,16,No,Yes,No,Yes,85.4,45.37,0,211.45,567.1800000000001
4484-GLZOU,1,United States,California,San Dimas,91773,"34.102119, -117.815532",34.102119,-117.815532,Female,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,5624.85,Yes,1,65,4839,Don't know,20,Yes,Yes,0,2,Churned,Q3,Yes,6,52,10.59,Fiber Optic,48,Yes,No,Yes,Yes,105.05,27.6,0,550.68,6147.93
9512-UIBFX,1,United States,California,West Covina,91791,"34.061634, -117.893169",34.061634,-117.893169,Male,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,Yes,1,68,4643,Don't know,52,No,Yes,0,3,Churned,Q3,Yes,6,18,1.51,Fiber Optic,28,Yes,No,Yes,Yes,95.15,10.17,0,27.18,1796.96
5583-SXDAG,1,United States,California,Alhambra,91803,"34.074736, -118.145959",34.074736,-118.145959,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70.0,Yes,1,97,4094,Don't know,41,No,Yes,0,3,Churned,Q3,Yes,1,1,19.15,Fiber Optic,18,No,No,No,No,70.0,0.0,10,19.15,99.15
3488-PGMQJ,1,United States,California,Alpine,91901,"32.827184, -116.703729",32.827184,-116.703729,Male,Yes,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,606.55,Yes,1,80,4345,Poor expertise of online support,66,No,No,0,2,Churned,Q3,No,0,8,1.78,Fiber Optic,7,No,No,No,Yes,74.5,0.0,0,14.24,620.79
3580-REOAC,1,United States,California,Bonita,91902,"32.67117, -117.00232",32.67117,-117.00232,Male,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.85,435.4,Yes,1,83,4061,Poor expertise of phone support,34,No,No,0,2,Churned,Q3,No,0,10,49.58,DSL,17,No,No,No,Yes,44.85,0.0,0,495.79999999999995,931.1999999999999
7534-BFESC,1,United States,California,Boulevard,91905,"32.677097, -116.304991",32.677097,-116.304991,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,Yes,1,98,2018,Price too high,69,No,No,0,2,Churned,Q3,No,0,24,30.87,Fiber Optic,15,No,No,No,Yes,76.1,0.0,0,740.88,2453.58
6390-DSAZX,1,United States,California,Guatay,91931,"32.857946, -116.561917",32.857946,-116.561917,Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.6,73.6,Yes,1,80,2565,Product dissatisfaction,21,Yes,No,0,1,Churned,Q3,No,0,1,6.19,Fiber Optic,52,No,No,Yes,Yes,73.6,0.0,0,6.19,79.78999999999999
8098-LLAZX,1,United States,California,Jacumba,91934,"32.649787, -116.2237",32.649787,-116.2237,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,Yes,1,85,3677,Service dissatisfaction,74,No,No,0,3,Churned,Q3,No,0,4,31.61,Fiber Optic,2,No,No,No,Yes,95.45,0.0,0,126.44,522.54
0265-EDXBD,1,United States,California,Mount Laguna,91948,"32.830852, -116.444601",32.830852,-116.444601,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes,1,69,4105,Lack of self-service on Website,76,No,Yes,0,2,Churned,Q3,Yes,2,32,47.34,Fiber Optic,10,No,No,No,Yes,74.9,0.0,0,1514.88,3818.23
7563-BIUPC,1,United States,California,Borrego Springs,92004,"33.200369, -116.192313",33.200369,-116.192313,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,415.55,Yes,1,69,5715,Network reliability,30,No,No,0,2,Churned,Q3,No,0,5,5.78,Fiber Optic,52,No,No,No,No,80.6,36.44,40,28.900000000000002,448.01
2321-OMBXY,1,United States,California,Carlsbad,92009,"33.098018, -117.258203",33.098018,-117.258203,Female,No,Yes,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.3,3058.65,Yes,1,81,2071,Limited range of services,55,No,Yes,0,1,Churned,Q3,Yes,1,38,42.14,DSL,19,No,Yes,Yes,Yes,80.3,0.0,0,1601.32,4659.97
2840-XANRC,1,United States,California,Del Mar,92014,"32.948262, -117.256086",32.948262,-117.256086,Male,Yes,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,2231.05,Yes,1,73,2212,Lack of affordable download/upload speed,77,No,Yes,0,2,Churned,Q3,Yes,1,24,16.1,Cable,12,Yes,No,Yes,Yes,93.15,0.0,0,386.40000000000003,2617.4500000000003
5020-ZSTTY,1,United States,California,El Cajon,92020,"32.79697, -116.969082",32.79697,-116.969082,Female,Yes,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,Yes,1,83,4149,Long distance charges,70,No,No,0,1,Churned,Q3,No,0,54,12.08,DSL,5,No,Yes,Yes,Yes,82.45,0.0,0,652.32,5002.42
5804-LEPIM,1,United States,California,Escondido,92029,"33.079834, -117.134275",33.079834,-117.134275,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,Yes,1,73,2671,Extra data charges,74,No,No,0,3,Churned,Q3,No,0,2,13.17,Fiber Optic,10,No,No,No,Yes,70.35,0.0,0,26.34,165.39000000000001
0122-OAHPZ,1,United States,California,Oceanside,92057,"33.254497, -117.285879",33.254497,-117.285879,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,Yes,1,67,2473,Price too high,29,Yes,No,0,3,Churned,Q3,No,0,7,28.62,Fiber Optic,26,No,No,Yes,Yes,73.85,13.03,0,200.34,698.5600000000001
2868-SNELZ,1,United States,California,Pala,92059,"33.384345, -117.072619",33.384345,-117.072619,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.6,155.8,Yes,1,92,2683,Product dissatisfaction,54,No,No,0,1,Churned,Q3,No,0,2,5.32,Fiber Optic,20,Yes,No,No,Yes,80.6,0.0,0,10.64,166.44
4322-RCYMT,1,United States,California,Palomar Mountain,92060,"33.309852, -116.823091",33.309852,-116.823091,Male,No,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,Yes,1,81,4903,Service dissatisfaction,63,No,Yes,0,3,Churned,Q3,Yes,1,68,29.18,DSL,18,Yes,Yes,Yes,No,75.8,0.0,90,1984.24,7368.19
6680-NENYN,1,United States,California,Pauma Valley,92061,"33.313828, -116.940501",33.313828,-116.940501,Female,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,Yes,1,91,5250,Lack of self-service on Website,24,Yes,No,0,1,Churned,Q3,No,0,43,12.88,Fiber Optic,59,Yes,No,Yes,Yes,104.6,0.0,0,553.84,5313.6900000000005
1343-EHPYB,1,United States,California,Ranchita,92066,"33.215251, -116.53633",33.215251,-116.53633,Male,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603.0,Yes,1,98,4352,Network reliability,61,No,Yes,0,2,Churned,Q3,Yes,2,63,48.95,Fiber Optic,13,Yes,No,Yes,Yes,103.4,0.0,0,3083.8500000000004,9686.85
2034-GDRCN,1,United States,California,Valley Center,92082,"33.25283, -116.986079",33.25283,-116.986079,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,Yes,1,76,4157,Don't know,47,No,No,0,3,Churned,Q3,No,0,2,10.53,Fiber Optic,8,No,No,Yes,Yes,90.4,0.0,0,21.06,189.26
0219-YTZUE,1,United States,California,San Diego,92103,"32.747484, -117.166877",32.747484,-117.166877,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Yes,1,73,4939,Don't know,26,Yes,Yes,0,3,Churned,Q3,Yes,5,4,28.77,Fiber Optic,19,Yes,No,Yes,Yes,84.8,0.0,0,115.08,486.97999999999996
0623-IIHUG,1,United States,California,San Diego,92104,"32.741499, -117.127409",32.741499,-117.127409,Female,Yes,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,Yes,1,97,4778,Don't know,77,No,No,0,1,Churned,Q3,No,0,21,0.0,Cable,8,No,No,No,Yes,41.9,0.0,0,0.0,840.1
4572-DVCGN,1,United States,California,San Diego,92105,"32.741859, -117.090353",32.741859,-117.090353,Female,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,Yes,1,85,3598,Poor expertise of online support,40,No,No,0,3,Churned,Q3,No,0,10,27.1,Fiber Optic,11,No,No,Yes,Yes,80.25,0.0,0,271.0,1117.0
9057-MSWCO,1,United States,California,San Diego,92108,"32.774046, -117.142454",32.774046,-117.142454,Male,Yes,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes,1,91,2927,Poor expertise of phone support,71,No,Yes,0,1,Churned,Q3,No,0,27,0.0,Cable,13,No,No,No,No,30.75,0.0,140,0.0,945.1
1010-DIAUQ,1,United States,California,San Diego,92116,"32.765299, -117.122565",32.765299,-117.122565,Male,No,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes,1,98,5383,Price too high,54,No,No,0,3,Churned,Q3,No,0,5,20.86,Fiber Optic,8,Yes,No,Yes,Yes,96.5,0.0,0,104.3,596.85
0259-GBZSH,1,United States,California,San Diego,92122,"32.85723, -117.209774",32.85723,-117.209774,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,Yes,1,73,3878,Product dissatisfaction,22,Yes,No,0,1,Churned,Q3,No,0,2,40.43,Cable,27,No,No,Yes,Yes,85.65,0.0,0,80.86,262.36
9601-BRXPO,1,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917,Female,No,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Yes,1,66,3642,Service dissatisfaction,48,No,Yes,0,3,Churned,Q3,Yes,1,25,8.91,Fiber Optic,10,Yes,Yes,Yes,Yes,104.95,0.0,0,222.75,2789.25
6905-NIQIN,1,United States,California,San Diego,92154,"32.578103, -117.012975",32.578103,-117.012975,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,Yes,1,76,2431,Don't know,26,Yes,No,0,1,Churned,Q3,No,0,1,14.78,DSL,59,No,No,Yes,Yes,50.65,0.0,0,14.78,65.42999999999999
5167-ZFFMM,1,United States,California,Indio,92201,"33.713891, -116.237257",33.713891,-116.237257,Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Yes,1,81,3424,Network reliability,64,No,No,0,3,Churned,Q3,No,0,1,8.56,Fiber Optic,24,No,No,Yes,Yes,90.85,0.0,0,8.56,99.41
0533-BNWKF,1,United States,California,Palm Desert,92211,"33.762759, -116.324817",33.762759,-116.324817,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes,1,100,5502,Lack of affordable download/upload speed,66,No,Yes,0,1,Churned,Q3,Yes,2,55,42.82,Fiber Optic,27,Yes,No,No,No,85.45,0.0,90,2355.1,7319.799999999999
6599-CEBNN,1,United States,California,Desert Hot Springs,92240,"33.948558, -116.516976",33.948558,-116.516976,Female,No,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,Yes,1,94,5795,Long distance charges,63,No,No,0,3,Churned,Q3,No,0,34,1.55,Fiber Optic,14,No,No,No,Yes,73.95,0.0,0,52.7,2577.1499999999996
0979-PHULV,1,United States,California,Holtville,92250,"32.811001, -115.152865",32.811001,-115.152865,Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,Yes,1,80,4020,Extra data charges,30,No,Yes,0,3,Churned,Q3,Yes,2,69,48.8,Fiber Optic,26,Yes,No,Yes,Yes,99.45,0.0,0,3367.2,10374.8
0334-GDDSO,1,United States,California,Ocotillo,92259,"32.698964, -115.886656",32.698964,-115.886656,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,Yes,1,73,2818,Service dissatisfaction,77,No,No,0,1,Churned,Q3,No,0,3,9.22,Fiber Optic,14,No,No,No,Yes,81.35,0.0,0,27.660000000000004,261.36
0578-SKVMF,1,United States,California,Seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,Female,No,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,Yes,1,88,3804,Lack of self-service on Website,23,Yes,Yes,0,1,Churned,Q3,Yes,4,22,4.01,Cable,53,No,No,Yes,Yes,83.3,0.0,0,88.22,1934.1200000000001
5564-NEMQO,1,United States,California,Thermal,92274,"33.53604, -116.119222",33.53604,-116.119222,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,Yes,1,67,4902,Network reliability,80,No,No,0,2,Churned,Q3,No,0,1,35.09,Fiber Optic,17,Yes,No,No,No,75.3,0.0,20,35.09,130.39
2957-LOLHO,1,United States,California,Apple Valley,92307,"34.55082, -117.122396",34.55082,-117.122396,Male,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,Yes,1,68,2887,Don't know,49,No,No,0,3,Churned,Q3,No,0,12,11.12,DSL,14,No,No,No,Yes,45.4,0.0,0,133.44,652.3399999999999
7752-XUSCI,1,United States,California,Crestline,92325,"34.248061, -117.29028",34.248061,-117.29028,Female,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,Yes,1,84,4105,Don't know,20,Yes,No,0,2,Churned,Q3,No,0,60,10.7,Fiber Optic,71,Yes,No,Yes,Yes,105.9,0.0,0,642.0,7038.45
4110-PFEUZ,1,United States,California,Daggett,92327,"34.875144, -116.821698",34.875144,-116.821698,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,Yes,1,73,2792,Competitor had better devices,54,No,No,0,1,Churned,Q3,No,0,1,29.78,Fiber Optic,13,No,No,No,Yes,69.55,0.0,0,29.78,99.33
0256-LTHVJ,1,United States,California,Ludlow,92338,"34.702766, -116.093376",34.702766,-116.093376,Female,No,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes,1,98,5201,Competitor had better devices,58,No,Yes,0,1,Churned,Q3,Yes,1,28,16.85,Fiber Optic,13,No,No,Yes,Yes,81.05,0.0,0,471.80000000000007,2698.9
0880-TKATG,1,United States,California,Lucerne Valley,92356,"34.508417, -116.856103",34.508417,-116.856103,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,Yes,1,84,4417,Competitor had better devices,21,Yes,Yes,0,1,Churned,Q3,Yes,3,4,9.56,Fiber Optic,48,Yes,No,Yes,Yes,101.15,0.0,0,38.24,424.14
3811-VBYBZ,1,United States,California,Lytle Creek,92358,"34.238162, -117.534306",34.238162,-117.534306,Male,No,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,Yes,1,98,2031,Competitor had better devices,61,No,No,0,1,Churned,Q3,No,0,7,47.03,Fiber Optic,2,No,No,Yes,No,99.8,0.0,10,329.21000000000004,1012.46
4640-UHDOS,1,United States,California,Phelan,92371,"34.441123, -117.537886",34.441123,-117.537886,Female,No,Yes,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,Yes,1,91,4498,Competitor had better devices,60,No,Yes,0,1,Churned,Q3,Yes,3,13,19.05,DSL,27,No,No,Yes,Yes,55.95,0.0,0,247.65,982.0
3583-EKAPL,1,United States,California,Redlands,92373,"34.003243, -117.138286",34.003243,-117.138286,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,Yes,1,71,4877,Competitor had better devices,25,Yes,No,0,1,Churned,Q3,No,0,1,47.22,Cable,53,No,No,Yes,Yes,55.0,0.0,0,47.22,102.22
9399-APLBT,1,United States,California,Rialto,92377,"34.156758, -117.404686",34.156758,-117.404686,Female,No,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,1,80,5980,Competitor had better devices,52,No,Yes,0,1,Churned,Q3,No,0,1,21.91,Fiber Optic,8,No,No,No,Yes,74.7,0.0,0,21.91,96.61
2359-KMGLI,1,United States,California,Running Springs,92382,"34.186211, -117.07683",34.186211,-117.07683,Male,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,1861.5,Yes,1,77,4418,Competitor had better devices,52,No,No,0,1,Churned,Q3,No,0,24,49.3,Fiber Optic,20,No,No,No,Yes,80.25,0.0,0,1183.1999999999998,3044.7
0306-JAELE,1,United States,California,Tecopa,92389,"35.824572, -116.274755",35.824572,-116.274755,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,Yes,1,66,4192,Competitor had better devices,61,No,No,0,1,Churned,Q3,No,0,5,31.09,Fiber Optic,11,No,Yes,Yes,Yes,96.1,0.0,0,155.45,608.8499999999999
6227-HWPWX,1,United States,California,Victorville,92392,"34.486835, -117.362274",34.486835,-117.362274,Female,No,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,Yes,1,73,5671,Competitor had better devices,40,No,No,0,1,Churned,Q3,No,0,15,4.67,Fiber Optic,28,No,No,No,Yes,69.0,0.0,0,70.05,1064.85
0447-BEMNG,1,United States,California,Wrightwood,92397,"34.358321, -117.618263",34.358321,-117.618263,Female,No,Yes,No,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,Yes,1,65,4926,Price too high,28,Yes,Yes,0,1,Churned,Q3,Yes,3,48,0.0,Cable,58,Yes,No,Yes,No,45.3,0.0,140,0.0,2285.0
5949-XIKAE,1,United States,California,San Bernardino,92401,"34.105935, -117.2914",34.105935,-117.2914,Female,No,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,Yes,1,65,2879,Product dissatisfaction,32,No,Yes,0,1,Churned,Q3,Yes,1,8,32.32,Cable,25,No,No,No,Yes,83.55,0.0,0,258.56,938.6099999999999
8372-JUXUI,1,United States,California,San Bernardino,92410,"34.106922, -117.297553",34.106922,-117.297553,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes,1,93,2814,Service dissatisfaction,32,No,No,0,1,Churned,Q3,No,0,1,14.02,Fiber Optic,2,No,No,No,Yes,74.35,0.0,0,14.02,88.36999999999999
0388-EOPEX,1,United States,California,Riverside,92503,"33.890046, -117.455583",33.890046,-117.455583,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,Yes,1,77,4263,Lack of self-service on Website,28,Yes,Yes,0,1,Churned,Q3,Yes,1,2,9.79,Fiber Optic,41,No,No,No,Yes,74.4,0.0,0,19.58,158.98000000000002
8205-OTCHB,1,United States,California,Riverside,92506,"33.930931, -117.361788",33.930931,-117.361788,Male,No,No,No,22,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,Yes,1,66,3099,Network reliability,51,No,No,0,3,Churned,Q3,No,0,22,0.0,DSL,16,Yes,No,Yes,Yes,43.75,0.0,0,0.0,903.6
6235-VDHOM,1,United States,California,Riverside,92509,"34.004379, -117.447864",34.004379,-117.447864,Female,Yes,No,No,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,Yes,1,89,4099,Limited range of services,77,No,No,0,2,Churned,Q3,No,0,5,0.0,DSL,26,No,No,No,Yes,28.45,0.0,0,0.0,131.05
7783-YKGDV,1,United States,California,March Air Reserve Base,92518,"33.888323, -117.277533",33.888323,-117.277533,Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,Yes,1,76,2538,Lack of affordable download/upload speed,49,No,No,0,1,Churned,Q3,No,0,12,16.07,Fiber Optic,14,Yes,No,Yes,Yes,99.7,0.0,0,192.84,1431.29
5609-CEBID,1,United States,California,Hemet,92544,"33.644585, -116.871544",33.644585,-116.871544,Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,Yes,1,87,2666,Long distance charges,77,No,No,0,1,Churned,Q3,No,0,20,48.73,Fiber Optic,12,Yes,No,No,No,94.1,0.0,80,974.5999999999999,2837.0
7218-HKQFK,1,United States,California,Homeland,92548,"33.761894, -117.120868",33.761894,-117.120868,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,Yes,1,72,3715,Don't know,49,No,Yes,0,2,Churned,Q3,Yes,4,2,18.79,Fiber Optic,19,No,Yes,Yes,Yes,94.2,0.0,0,37.58,205.07999999999998
4636-QRJKY,1,United States,California,Idyllwild,92549,"33.755039, -116.741796",33.755039,-116.741796,Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,Yes,1,98,5032,Price too high,64,No,Yes,0,3,Churned,Q3,Yes,1,6,36.12,Fiber Optic,23,No,Yes,No,Yes,80.5,0.0,0,216.71999999999997,719.5699999999999
5956-VKDTT,1,United States,California,Moreno Valley,92557,"33.970661, -117.255039",33.970661,-117.255039,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,Yes,1,82,5273,Product dissatisfaction,72,No,Yes,0,1,Churned,Q3,Yes,4,5,45.76,Fiber Optic,22,No,No,No,Yes,74.35,0.0,0,228.79999999999998,563.6
9412-GHEEC,1,United States,California,Murrieta,92563,"33.581045, -117.14719",33.581045,-117.14719,Male,No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,Yes,1,88,3492,Service dissatisfaction,55,No,No,0,1,Churned,Q3,No,0,40,35.58,Fiber Optic,8,Yes,Yes,Yes,Yes,104.8,0.0,0,1423.1999999999998,5555.15
0257-ZESQC,1,United States,California,Perris,92571,"33.828289, -117.201666",33.828289,-117.201666,Female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,Yes,1,99,4517,Lack of self-service on Website,80,No,Yes,0,1,Churned,Q3,Yes,2,27,7.02,Cable,25,No,No,No,Yes,75.2,0.0,0,189.54,2118.89
6825-UYPFK,1,United States,California,Sun City,92586,"33.707483, -117.200006",33.707483,-117.200006,Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,Yes,1,81,2115,Network reliability,47,No,No,0,1,Churned,Q3,No,0,23,27.61,Fiber Optic,23,No,No,No,Yes,75.6,0.0,0,635.03,2393.63
8397-MVTAZ,1,United States,California,Sun City,92587,"33.69887, -117.25071",33.69887,-117.25071,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,Yes,1,72,2568,Don't know,22,Yes,Yes,0,3,Churned,Q3,Yes,2,34,23.09,Fiber Optic,52,Yes,No,Yes,No,100.05,0.0,20,785.06,4285.0599999999995
9282-IZGQK,1,United States,California,Irvine,92612,"33.643095, -117.810896",33.643095,-117.810896,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,1,80,5679,Don't know,51,No,No,0,3,Churned,Q3,No,0,1,30.52,Fiber Optic,30,No,No,Yes,Yes,85.0,0.0,0,30.52,115.52
1342-JPNKI,1,United States,California,Lake Forest,92630,"33.644849, -117.684254",33.644849,-117.684254,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,Yes,1,85,2966,Don't know,33,No,No,0,3,Churned,Q3,No,0,10,5.92,Fiber Optic,11,No,No,No,Yes,86.05,0.0,0,59.2,893.3000000000001
