gender,senior_citizen,dependents,phone_service,multiple_lines,online_security,online_backup,device_protection,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,total_charges,churn_value,cltv,under_30,married,number_of_dependents,satisfaction_score,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,premium_tech_support,streaming_music,unlimited_data,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
Female,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1238.45,1,2538,No,No,0,1,No,0,12,16.07,Fiber Optic,14,No,Yes,Yes,99.7,0.0,0,192.84,1431.29
Female,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,1782.4,1,2666,No,No,0,1,No,0,20,48.73,Fiber Optic,12,No,No,No,94.1,0.0,80,974.5999999999999,2837.0
Male,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,167.5,1,3715,No,Yes,0,2,Yes,4,2,18.79,Fiber Optic,19,Yes,Yes,Yes,94.2,0.0,0,37.58,205.07999999999998
Female,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,502.85,1,5032,No,Yes,0,3,Yes,1,6,36.12,Fiber Optic,23,Yes,No,Yes,80.5,0.0,0,216.71999999999997,719.5699999999999
Female,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,334.8,1,5273,No,Yes,0,1,Yes,4,5,45.76,Fiber Optic,22,No,No,Yes,74.35,0.0,0,228.79999999999998,563.6
Male,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),4131.95,1,3492,No,No,0,1,No,0,40,35.58,Fiber Optic,8,Yes,Yes,Yes,104.8,0.0,0,1423.1999999999998,5555.15
Female,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1929.35,1,4517,No,Yes,0,1,Yes,2,27,7.02,Cable,25,No,No,Yes,75.2,0.0,0,189.54,2118.89
Female,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1758.6,1,2115,No,No,0,1,No,0,23,27.61,Fiber Optic,23,No,No,Yes,75.6,0.0,0,635.03,2393.63
Male,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3480.0,1,2568,Yes,Yes,0,3,Yes,2,34,23.09,Fiber Optic,52,No,Yes,No,100.05,0.0,20,785.06,4285.0599999999995
Female,No,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,1,5679,No,No,0,3,No,0,1,30.52,Fiber Optic,30,No,Yes,Yes,85.0,0.0,0,30.52,115.52
Male,No,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),834.1,1,2966,No,No,0,3,No,0,10,5.92,Fiber Optic,11,No,No,Yes,86.05,0.0,0,59.2,893.3000000000001
Male,No,No,No,No phone service,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),597.0,1,4856,No,No,0,3,No,0,13,0.0,DSL,17,Yes,No,Yes,45.55,0.0,0,0.0,597.0
Male,No,No,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,3266.0,1,3364,Yes,Yes,0,1,Yes,5,39,40.25,Fiber Optic,19,No,No,Yes,86.3,0.0,0,1569.75,4835.75
Male,No,No,Yes,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2596.15,1,5974,No,No,0,1,No,0,32,1.49,Fiber Optic,21,No,No,Yes,80.35,0.0,0,47.68,2643.83
Female,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3527.6,1,2744,No,No,0,3,No,0,35,10.49,Fiber Optic,17,No,Yes,Yes,100.25,0.0,0,367.15000000000003,3894.75
Male,No,No,Yes,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),5614.45,1,5170,No,Yes,0,2,Yes,2,56,26.15,Fiber Optic,7,No,Yes,No,100.3,0.0,100,1464.3999999999999,7178.849999999999
Female,No,No,Yes,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,75.3,1,3244,Yes,No,0,1,No,0,1,4.13,Fiber Optic,51,No,No,Yes,75.3,0.0,0,4.13,79.42999999999999
Female,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,346.2,1,5808,No,No,0,1,No,0,4,48.35,Cable,24,No,No,Yes,89.2,0.0,0,193.4,539.6
Female,Yes,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,1,4880,No,No,0,1,No,0,1,45.81,Fiber Optic,21,No,No,Yes,85.7,0.0,0,45.81,131.51
Female,No,No,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,713.75,1,5670,No,No,0,1,No,0,12,36.24,DSL,30,Yes,No,Yes,61.65,0.0,0,434.88,1148.63
Female,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),6786.4,1,4196,No,Yes,0,1,Yes,3,65,18.39,Fiber Optic,28,No,No,Yes,105.25,0.0,0,1195.3500000000001,7981.75
Male,No,No,No,No phone service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,248.95,1,2573,No,Yes,0,2,Yes,1,9,0.0,DSL,9,No,No,No,29.95,0.0,10,0.0,258.95
Female,No,No,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,663.05,1,3983,Yes,Yes,0,1,Yes,1,9,6.35,Cable,69,Yes,No,Yes,65.0,0.0,0,57.15,720.1999999999999
Male,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),4547.25,1,5059,No,Yes,0,2,Yes,3,49,22.92,Fiber Optic,14,No,No,Yes,90.05,0.0,0,1123.0800000000002,5670.33
Male,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4687.9,1,2728,No,Yes,0,2,Yes,1,43,14.52,Fiber Optic,5,Yes,No,Yes,110.75,0.0,0,624.36,5312.259999999999
Female,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,6985.65,1,5720,Yes,Yes,0,1,Yes,7,65,34.14,Fiber Optic,26,No,Yes,Yes,105.5,0.0,0,2219.1,9204.75
Male,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),5794.65,1,6268,No,Yes,0,1,No,0,56,48.8,Fiber Optic,12,No,No,Yes,104.55,0.0,0,2732.7999999999997,8527.449999999999
Male,No,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,855.3,1,3573,Yes,Yes,0,3,Yes,1,10,2.02,Fiber Optic,82,No,Yes,No,85.25,0.0,100,20.2,975.5
Female,No,No,Yes,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,2499.3,1,2152,No,Yes,0,2,Yes,3,43,37.25,DSL,20,No,No,Yes,56.15,0.0,0,1601.75,4101.05
Male,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,1,4996,No,No,0,2,No,0,1,42.46,Cable,27,No,Yes,Yes,89.55,0.0,0,42.46,132.01
Male,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1899.65,1,5604,No,Yes,0,1,Yes,7,20,5.31,Fiber Optic,10,No,Yes,Yes,94.55,0.0,0,106.19999999999999,2005.8500000000001
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,1,2295,No,No,0,3,No,0,1,5.55,DSL,13,No,No,Yes,45.7,0.0,0,5.55,51.25
Female,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,161.5,1,2065,No,No,0,2,No,0,2,47.47,Fiber Optic,19,No,Yes,Yes,89.5,0.0,0,94.94,256.44
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),222.3,1,2876,No,No,0,1,No,0,3,26.26,Fiber Optic,30,No,No,Yes,69.55,0.0,0,78.78,301.08000000000004
Female,No,No,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.6,1,3860,Yes,No,0,3,No,0,1,22.16,Fiber Optic,47,No,No,No,74.6,0.0,10,22.16,106.75999999999999
Female,No,No,No,No phone service,No,No,No,No,No,Month-to-month,Yes,Mailed check,96.05,1,2038,No,No,0,2,No,0,4,0.0,Cable,16,No,No,Yes,24.25,0.0,0,0.0,96.05
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,145.15,1,2323,No,No,0,2,No,0,2,7.64,Fiber Optic,27,No,No,Yes,69.65,0.0,0,15.28,160.43
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,191.05,1,2864,No,No,0,1,No,0,4,45.4,DSL,27,No,No,Yes,45.65,0.0,0,181.6,372.65
Female,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,1,4838,Yes,No,0,2,No,0,1,32.86,Fiber Optic,58,No,No,Yes,75.05,0.0,0,32.86,107.91
Male,Yes,No,No,No phone service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2550.9,1,5597,No,No,0,2,No,0,52,0.0,DSL,18,No,Yes,No,49.15,0.0,30,0.0,2580.9
Female,No,No,No,No phone service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.25,1,3146,Yes,No,0,1,No,0,2,0.0,DSL,76,No,Yes,Yes,34.7,0.0,0,0.0,62.25
Male,No,No,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,1,2046,No,Yes,0,1,Yes,1,1,35.71,Cable,3,No,Yes,Yes,80.0,0.0,0,35.71,115.71000000000001
Male,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,91.1,1,3475,No,No,0,2,No,0,2,43.99,DSL,27,No,No,Yes,49.25,0.0,0,87.98,179.07999999999998
Female,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),270.7,1,4965,No,No,0,3,No,0,3,26.52,Fiber Optic,10,No,No,Yes,75.1,0.0,0,79.56,350.26
Male,No,No,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,168.15,1,3273,Yes,Yes,0,1,Yes,1,3,13.54,Cable,51,No,No,Yes,50.15,0.0,0,40.62,208.77
Female,No,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2015.35,1,4535,No,No,0,2,No,0,25,26.81,Fiber Optic,12,No,No,Yes,79.85,0.0,0,670.25,2685.6
Female,No,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,381.3,1,5640,No,Yes,0,3,Yes,1,4,4.14,Fiber Optic,30,No,Yes,Yes,85.95,0.0,0,16.56,397.86
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,141.5,1,2450,Yes,No,0,3,No,0,3,36.48,DSL,59,No,No,Yes,45.35,0.0,0,109.44,250.94
Male,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3105.55,1,4333,No,Yes,0,3,Yes,1,33,27.78,Fiber Optic,8,No,No,Yes,94.5,0.0,0,916.74,4022.29
Female,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),2758.15,1,2482,No,No,0,1,No,0,30,45.88,Fiber Optic,19,No,No,Yes,91.7,0.0,0,1376.4,4134.55
Female,No,No,Yes,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,3941.7,1,5269,Yes,No,0,1,No,0,45,4.48,Cable,51,Yes,No,Yes,87.25,0.0,0,201.60000000000002,4143.3
Male,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,1008.55,1,3658,No,No,0,1,No,0,10,27.57,Fiber Optic,13,No,Yes,Yes,98.55,0.0,0,275.7,1284.25
Male,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1842.8,1,5444,No,No,0,3,No,0,20,44.44,Fiber Optic,13,No,No,No,98.55,0.0,120,888.8,2851.6
Female,No,No,Yes,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1269.55,1,3579,No,No,0,3,No,0,15,24.63,Fiber Optic,13,No,Yes,Yes,85.9,0.0,0,369.45,1639.0
Female,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1907.85,1,3161,No,No,0,1,No,0,22,18.01,Fiber Optic,2,No,Yes,Yes,89.25,0.0,0,396.22,2304.0699999999997
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,208.85,1,3038,No,Yes,0,1,Yes,1,3,26.71,Fiber Optic,11,No,No,Yes,70.3,0.0,0,80.13,288.98
Male,No,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1444.65,1,5264,No,No,0,1,No,0,15,48.93,Fiber Optic,15,No,Yes,Yes,93.35,0.0,0,733.95,2178.6000000000004
Female,No,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,454.15,1,4356,No,Yes,0,1,Yes,1,5,41.57,Cable,27,No,Yes,Yes,88.9,0.0,0,207.85,662.0
Male,No,No,Yes,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,3036.75,1,4161,Yes,Yes,0,2,Yes,1,33,41.8,Fiber Optic,41,No,Yes,No,95.8,0.0,60,1379.3999999999999,4476.15
Male,No,No,Yes,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,184.65,1,3051,No,No,0,3,No,0,2,41.18,Fiber Optic,14,No,No,Yes,82.0,0.0,0,82.36,267.01
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,89.5,1,3478,No,No,0,1,No,0,2,25.49,DSL,9,No,No,Yes,45.35,0.0,0,50.98,140.48
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.2,1,4138,No,No,0,1,No,0,1,34.04,DSL,23,Yes,No,Yes,52.2,0.0,0,34.04,86.24000000000001
Female,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4874.8,1,2403,No,No,0,1,No,0,46,2.37,Fiber Optic,20,No,Yes,Yes,110.0,0.0,0,109.02000000000001,4983.820000000001
Male,No,No,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,6125.4,1,5016,No,No,0,2,No,0,62,22.64,Fiber Optic,9,No,Yes,Yes,96.75,0.0,0,1403.68,7529.08
Female,No,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1058.25,1,5184,No,No,0,1,No,0,10,14.53,Fiber Optic,30,Yes,Yes,No,98.5,0.0,110,145.29999999999998,1313.55
Male,No,No,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,489.45,1,4694,No,No,0,3,No,0,6,11.97,Fiber Optic,27,No,No,Yes,85.35,0.0,0,71.82000000000001,561.27
Male,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4113.1,1,2576,No,Yes,0,1,Yes,1,40,22.56,Cable,4,No,Yes,Yes,101.3,0.0,0,902.4,5015.5
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,1,3042,Yes,No,0,2,No,0,1,49.43,Fiber Optic,48,No,Yes,Yes,69.55,0.0,0,49.43,118.97999999999999
Male,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),6017.65,1,6105,Yes,No,0,1,No,0,58,44.5,Fiber Optic,47,No,Yes,Yes,103.25,0.0,0,2581.0,8598.65
Male,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),7250.15,1,4544,Yes,No,0,1,No,0,70,12.19,Fiber Optic,42,Yes,Yes,Yes,104.0,0.0,0,853.3,8103.45
Female,No,No,Yes,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,178.7,1,2969,No,No,0,3,No,0,2,24.05,Fiber Optic,27,No,Yes,Yes,86.2,0.0,0,48.1,226.79999999999998
Male,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,2317.1,1,4123,Yes,Yes,0,3,Yes,1,21,36.26,Fiber Optic,59,Yes,Yes,No,111.2,0.0,120,761.4599999999999,3198.56
Female,No,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1430.25,1,3696,No,Yes,0,3,Yes,1,16,31.73,Fiber Optic,25,No,No,Yes,89.45,0.0,0,507.68,1937.93
Male,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),644.35,1,3265,No,Yes,0,3,Yes,1,7,21.91,Cable,11,No,No,Yes,95.6,0.0,0,153.37,797.72
Male,No,No,Yes,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,5453.4,1,4111,Yes,Yes,0,3,Yes,1,60,33.25,Fiber Optic,52,No,Yes,Yes,90.95,0.0,0,1995.0,7448.4
Female,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,5610.7,1,4274,No,Yes,0,2,Yes,1,50,29.43,Fiber Optic,14,Yes,Yes,Yes,108.55,0.0,0,1471.5,7082.2
Female,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,292.8,1,5301,No,No,0,3,No,0,4,36.93,Fiber Optic,18,No,No,Yes,78.85,0.0,0,147.72,440.52
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,1,3522,No,No,0,1,No,0,1,32.44,DSL,12,No,No,Yes,44.4,0.0,0,32.44,76.84
Female,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,5509.3,1,5679,No,No,0,3,No,0,55,37.38,Fiber Optic,7,No,Yes,No,100.0,0.0,100,2055.9,7665.200000000001
Male,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,1,5951,Yes,No,0,1,No,0,1,32.85,Fiber Optic,53,No,Yes,Yes,89.9,0.0,0,32.85,122.75
Female,No,No,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,6413.65,1,5600,No,No,0,3,No,0,62,32.58,Fiber Optic,15,No,Yes,Yes,100.15,0.0,0,2019.9599999999998,8433.609999999999
Male,No,No,Yes,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.8,1,3718,No,No,0,1,No,0,1,1.28,DSL,27,No,No,Yes,50.8,0.0,0,1.28,52.08
Male,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1463.5,1,5849,No,Yes,0,1,Yes,1,20,5.37,Fiber Optic,24,No,No,Yes,73.65,0.0,0,107.4,1570.9
Female,No,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,307.4,1,5861,No,No,0,1,No,0,3,47.62,Cable,29,No,Yes,Yes,95.1,0.0,0,142.85999999999999,450.26
Male,No,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),2104.55,1,3665,No,No,0,2,No,0,22,46.28,Fiber Optic,16,No,Yes,No,94.65,0.0,40,1018.1600000000001,3162.71
Male,No,No,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,319.15,1,3080,No,Yes,0,3,Yes,1,4,14.3,Fiber Optic,2,Yes,No,Yes,80.6,0.0,0,57.2,376.34999999999997
Male,No,No,Yes,Yes,No,No,No,No,Yes,One year,No,Electronic check,5084.65,1,6304,Yes,Yes,0,3,No,0,59,6.91,Fiber Optic,52,No,Yes,Yes,85.55,0.0,0,407.69,5492.339999999999
Female,No,No,No,No phone service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3027.4,1,4941,No,No,0,2,No,0,60,0.0,Cable,5,No,Yes,Yes,50.8,0.0,0,0.0,3027.4
Female,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,1582.75,1,2122,No,No,0,1,No,0,15,22.39,Fiber Optic,7,Yes,Yes,Yes,105.1,0.0,0,335.85,1918.6
Male,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1043.3,1,5803,No,No,0,1,No,0,10,18.03,Fiber Optic,6,Yes,Yes,Yes,110.1,0.0,0,180.3,1223.6
Female,No,No,Yes,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,497.55,1,3962,No,No,0,1,No,0,6,25.93,Fiber Optic,24,No,Yes,Yes,83.9,0.0,0,155.57999999999998,653.13
Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,6215.35,1,5413,No,Yes,0,2,Yes,3,63,8.98,Fiber Optic,16,No,No,No,100.55,0.0,0,565.74,6781.09
Male,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5017.9,1,5812,No,Yes,0,2,Yes,6,50,42.21,Fiber Optic,14,No,Yes,Yes,103.85,0.0,0,2110.5,7128.4
Female,No,No,No,No phone service,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,1,5768,No,No,0,2,No,0,1,0.0,DSL,12,No,No,Yes,24.6,0.0,0,0.0,24.6
Female,No,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1120.95,1,5559,No,No,0,1,No,0,12,34.92,Cable,23,Yes,Yes,Yes,98.9,0.0,0,419.04,1539.99
Female,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),923.5,1,2954,Yes,No,0,2,No,0,9,38.76,Fiber Optic,82,No,Yes,Yes,98.3,0.0,0,348.84,1272.34
Male,No,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,1625.65,1,4940,No,No,0,1,No,0,17,4.51,Fiber Optic,13,No,Yes,Yes,93.85,0.0,0,76.67,1702.3200000000002
Male,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,918.6,1,4038,No,No,0,1,No,0,9,48.71,Fiber Optic,15,No,Yes,Yes,100.5,0.0,0,438.39,1356.99
Male,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,688.65,1,3189,No,No,0,1,No,0,10,5.46,Fiber Optic,24,No,No,No,72.85,0.0,30,54.6,773.25
Male,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,1,4369,No,Yes,0,2,No,0,1,36.92,Fiber Optic,6,No,No,Yes,73.55,0.0,0,36.92,110.47
Female,Yes,No,Yes,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,205.05,1,3501,No,No,0,1,No,0,3,41.9,Fiber Optic,11,No,No,Yes,79.4,0.0,0,125.69999999999999,330.75
Female,No,No,Yes,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,952.3,1,4806,No,No,0,1,No,0,13,3.84,Fiber Optic,4,No,No,Yes,81.15,0.0,0,49.92,1002.2199999999999
Female,Yes,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,360.1,1,2467,No,No,0,1,No,0,4,6.68,Cable,17,No,No,Yes,84.6,0.0,0,26.72,386.82000000000005
Female,No,No,Yes,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,434.5,1,3263,No,No,0,1,No,0,6,19.74,Fiber Optic,27,No,No,Yes,79.05,0.0,0,118.44,552.94
Female,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),215.8,1,2054,No,No,0,3,No,0,3,23.82,Fiber Optic,24,No,No,Yes,74.4,0.0,0,71.46000000000001,287.26
Male,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3395.8,1,2074,No,No,0,1,No,0,35,20.83,Fiber Optic,19,No,No,No,99.05,0.0,120,729.05,4244.85
Male,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,85.15,1,5900,No,No,0,2,No,0,2,26.62,DSL,11,No,No,Yes,44.95,0.0,0,53.24,138.39000000000001
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,1,3700,Yes,Yes,0,3,Yes,1,1,32.08,DSL,73,No,Yes,Yes,44.7,0.0,0,32.08,76.78
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,1,3571,No,No,0,3,No,0,1,10.41,DSL,17,No,No,Yes,45.7,0.0,0,10.41,56.11
Male,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),832.35,1,5084,No,No,0,1,No,0,8,11.57,Fiber Optic,27,Yes,Yes,Yes,100.3,0.0,0,92.56,924.9100000000001
Female,No,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,174.8,1,3391,No,No,0,2,No,0,2,48.34,Fiber Optic,28,No,Yes,Yes,96.0,0.0,0,96.68,271.48
Female,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,1,2627,No,No,0,2,No,0,1,15.44,Fiber Optic,51,No,Yes,No,90.55,0.0,60,15.44,165.99
Male,Yes,No,No,No phone service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1359.7,1,4829,No,Yes,0,1,Yes,2,44,0.0,Cable,28,No,No,Yes,30.35,0.0,0,0.0,1359.7
Male,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,7532.15,1,5200,No,No,0,1,No,0,71,49.42,Fiber Optic,53,Yes,Yes,Yes,108.05,0.0,0,3508.82,11040.97
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,1,5367,No,No,0,3,No,0,1,45.66,Fiber Optic,28,No,No,Yes,69.9,0.0,0,45.66,115.56
Male,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,6383.35,1,5052,No,Yes,0,1,Yes,1,62,7.11,Fiber Optic,16,No,Yes,Yes,103.75,0.0,0,440.82,6824.17
Male,No,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,1,5228,No,No,0,3,No,0,1,5.43,Fiber Optic,18,No,Yes,Yes,86.6,0.0,0,5.43,92.03
Female,Yes,No,Yes,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2656.5,1,3601,No,Yes,0,2,Yes,1,33,33.19,Cable,15,No,No,Yes,80.6,0.0,0,1095.27,3751.77
Female,No,No,Yes,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),2917.5,1,2455,Yes,No,0,2,No,0,35,45.14,Fiber Optic,41,Yes,Yes,No,85.3,23.89,130,1579.9,4603.51
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2416.1,1,2318,No,No,0,2,No,0,34,4.66,Fiber Optic,21,No,No,Yes,70.0,11.0,0,158.44,2563.54
Female,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,424.45,1,5419,No,No,0,2,No,0,4,49.5,Fiber Optic,23,No,Yes,Yes,94.3,0.0,0,198.0,622.45
Female,No,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,660.9,1,3077,No,No,0,2,No,0,7,48.36,Fiber Optic,15,No,Yes,Yes,95.35,34.29,0,338.52,965.13
